Sf,VCME,Bz,Vsw,Kp,Lat,Lcable,risk_score,risk_category
1,391.7,-4.39,386.5,2.57,51.9,323.0,0.2395,Low
1,394.7,-3.29,529.0,5.95,2.35,760.7,0.2877,Low
1,1147.4,-0.32,463.2,5.71,17.63,1248.6,0.3836,Medium
1,1055.4,7.35,449.9,8.44,1.18,539.4,0.4218,Medium
1,704.3,-4.07,753.7,3.74,-41.37,2188.3,0.3247,Low
1,664.9,15.0,316.0,8.44,43.37,616.3,0.5142,Medium
1,769.3,5.71,373.0,2.64,22.28,964.5,0.2334,Low
1,675.0,1.57,250.0,3.24,33.11,317.7,0.2649,Low
1,422.7,-0.33,624.0,1.19,-7.55,2205.3,0.126,Low
2,641.8,-1.81,421.2,2.28,28.58,504.8,0.3055,Low
1,419.6,-19.02,376.5,5.55,3.34,3452.7,0.3066,Low
1,531.0,0.75,702.4,6.18,54.79,191.8,0.4228,Medium
1,1444.7,-11.84,568.5,6.19,57.37,650.4,0.6022,Medium
2,343.5,-4.15,451.8,5.94,54.92,169.1,0.5096,Medium
2,348.1,-25.87,525.7,4.85,5.9,241.5,0.4559,Medium
2,872.8,9.88,460.7,5.78,12.95,901.9,0.4184,Medium
1,550.9,-0.14,512.7,0.91,-6.84,222.7,0.127,Low
1,517.1,0.08,615.9,4.16,17.56,416.0,0.2572,Low
1,429.4,-5.04,562.9,5.03,-41.46,205.8,0.3469,Medium
2,381.7,6.17,402.0,6.07,53.15,326.7,0.4891,Medium
1,329.0,3.15,510.7,2.16,-33.85,125.1,0.1798,Low
2,313.5,-4.22,576.2,2.52,53.84,542.9,0.3475,Medium
2,288.3,3.64,670.9,6.0,33.35,231.5,0.4209,Medium
1,435.4,-12.78,610.9,8.48,-15.45,196.5,0.4503,Medium
1,250.0,1.53,625.2,2.71,54.36,172.9,0.2186,Low
1,526.9,-6.49,448.8,5.18,-36.21,458.6,0.3544,Medium
1,363.0,2.92,385.7,8.25,3.29,491.2,0.3565,Medium
2,705.8,-7.48,506.6,3.6,3.55,696.8,0.338,Medium
2,409.2,2.3,691.3,6.39,36.75,134.8,0.4611,Medium
2,835.5,-0.59,480.7,2.56,65.91,3602.1,0.4142,Medium
1,339.0,-1.41,423.5,6.81,58.25,1114.9,0.4403,Medium
2,1085.0,-6.49,536.5,6.25,56.27,204.1,0.6513,Medium
1,378.1,-6.75,564.7,6.01,17.51,924.6,0.3344,Medium
1,320.6,3.33,535.1,1.19,3.35,171.1,0.111,Low
3,250.0,3.13,557.4,2.93,20.57,1945.1,0.3413,Medium
3,788.9,-4.43,497.9,6.17,36.23,2220.9,0.6245,Medium
1,450.7,-3.76,304.2,4.46,23.76,325.1,0.2798,Low
1,539.6,-2.69,565.5,7.91,29.4,280.7,0.445,Medium
1,449.2,-7.79,336.4,7.65,58.03,945.6,0.5105,Medium
1,566.3,4.22,446.9,2.43,21.79,437.0,0.2024,Low
1,880.9,0.07,414.6,1.54,67.91,2074.6,0.265,Low
2,406.5,0.33,555.3,0.33,30.8,438.4,0.1923,Low
1,472.1,6.8,457.1,5.48,-0.6,611.8,0.2665,Low
1,388.8,2.12,478.3,2.04,-54.79,311.8,0.2054,Low
2,776.1,-5.48,625.0,5.4,48.6,680.2,0.544,Medium
2,776.9,11.69,421.6,6.26,-9.26,360.5,0.4148,Medium
1,607.2,-2.06,508.1,5.05,40.38,428.8,0.3553,Medium
1,385.8,-1.8,477.1,3.92,20.86,971.9,0.2447,Low
1,408.2,-7.96,500.9,6.15,24.23,518.4,0.3601,Medium
1,354.0,-1.68,527.1,5.71,33.51,297.8,0.3377,Medium
2,783.1,6.75,353.8,2.58,43.29,1105.2,0.3553,Medium
2,267.2,-5.7,638.9,4.17,-0.59,3558.3,0.307,Low
2,712.4,-2.59,553.2,1.37,-3.98,488.3,0.2389,Low
2,1788.1,-1.24,590.4,6.06,35.32,413.2,0.6161,Medium
2,972.3,1.29,498.6,7.46,-21.92,845.6,0.5221,Medium
1,368.7,-0.95,564.4,2.56,53.76,913.8,0.2302,Low
1,414.6,-0.2,483.5,0.23,65.86,2643.2,0.1307,Low
2,953.1,-4.7,552.5,5.44,51.54,274.6,0.5666,Medium
2,636.3,-4.38,250.0,7.67,32.89,711.9,0.5444,Medium
2,417.0,-1.74,559.4,7.78,44.44,279.7,0.5603,Medium
1,322.7,4.49,533.9,3.51,10.76,278.3,0.2019,Low
2,361.3,7.88,629.8,5.79,4.49,3972.2,0.344,Medium
1,273.1,2.26,541.6,1.04,49.1,1210.9,0.1377,Low
1,522.3,0.16,548.5,1.36,11.19,744.0,0.1443,Low
1,442.1,-8.7,386.1,2.53,16.67,3893.2,0.2052,Low
2,250.0,2.29,250.0,6.5,0.48,1133.4,0.3467,Medium
1,1076.0,-2.09,431.9,3.87,50.65,154.2,0.3822,Medium
2,448.7,-13.15,608.1,1.75,52.31,165.8,0.4049,Medium
3,1397.6,-1.07,396.2,2.13,51.81,140.5,0.536,Medium
1,401.2,-5.42,507.6,2.68,16.23,334.6,0.2023,Low
2,605.0,-4.26,277.6,6.12,59.85,800.3,0.5583,Medium
2,749.6,3.74,472.9,1.91,28.35,2461.4,0.2926,Low
1,1560.3,-5.53,566.3,4.82,46.73,440.2,0.4942,Medium
3,407.5,1.62,577.3,6.59,20.48,1751.2,0.5001,Medium
1,1292.4,-5.57,569.9,4.23,17.68,658.6,0.3602,Medium
1,608.8,-13.09,578.1,3.49,38.24,282.0,0.3257,Low
1,574.9,3.81,526.4,1.18,10.83,2512.3,0.1427,Low
2,562.3,-0.58,436.8,2.14,-7.01,981.5,0.2446,Low
2,489.1,3.11,632.8,7.43,34.8,3131.7,0.5095,Medium
1,344.8,1.9,739.6,1.97,45.93,738.8,0.1865,Low
1,539.3,1.47,549.3,6.52,1.53,142.1,0.3099,Low
3,358.0,-17.01,472.0,7.09,12.0,874.7,0.6162,Medium
2,1316.2,4.32,424.6,1.54,-6.93,155.6,0.2943,Low
2,1679.4,-0.48,537.4,5.74,-6.52,207.2,0.4787,Medium
1,673.1,5.6,261.0,2.05,36.8,401.5,0.2194,Low
1,408.9,-1.77,503.7,6.77,29.01,119.0,0.378,Medium
2,250.0,2.78,548.8,2.06,10.15,357.9,0.2134,Low
2,789.5,-0.64,602.0,2.93,-1.4,300.4,0.2834,Low
1,256.4,-9.01,665.6,6.19,61.44,172.7,0.4457,Medium
1,696.9,-1.34,335.6,3.95,10.0,442.2,0.2562,Low
1,539.4,-2.17,493.4,6.93,33.97,1142.3,0.4136,Medium
1,250.0,2.17,421.5,4.58,31.64,2356.3,0.2693,Low
1,704.4,-8.22,469.3,3.2,-13.78,145.4,0.2556,Low
1,770.1,3.38,250.0,1.91,9.04,243.3,0.1863,Low
2,652.6,0.83,626.0,5.76,47.17,511.3,0.4929,Medium
2,543.2,-2.02,250.0,8.27,57.28,155.4,0.6368,Medium
1,250.0,-0.24,476.5,2.56,32.25,5826.2,0.1863,Low
1,1204.2,-0.08,556.7,6.52,40.61,260.2,0.4875,Medium
1,815.6,0.14,543.5,6.83,-11.91,377.6,0.3746,Medium
1,685.0,-2.64,586.5,2.31,32.67,205.7,0.2361,Low
2,1019.9,-1.87,674.0,4.46,13.53,721.7,0.4003,Medium
1,266.8,6.01,567.1,2.77,8.25,111.7,0.1663,Low
1,496.0,0.15,709.9,1.62,0.25,161.6,0.1392,Low
2,703.8,-5.7,507.9,2.23,58.15,475.5,0.4017,Medium
3,1793.3,-9.35,523.7,3.26,35.58,2529.7,0.6684,High
1,382.5,-1.25,387.0,2.1,23.27,3658.5,0.1739,Low
1,789.0,0.2,534.7,1.68,30.39,958.3,0.2087,Low
1,522.3,-2.87,616.2,2.61,11.9,491.9,0.2006,Low
1,767.4,1.29,250.0,0.72,25.16,2810.6,0.1611,Low
1,420.5,-2.83,491.1,4.91,62.31,280.9,0.3724,Medium
1,250.0,-4.81,520.7,3.03,40.63,671.5,0.2327,Low
2,277.9,-3.57,436.0,1.23,-16.72,1282.6,0.2128,Low
2,277.8,12.34,410.4,5.54,56.56,186.2,0.4589,Medium
1,631.2,0.92,515.2,6.38,23.85,153.0,0.3692,Medium
1,283.9,15.0,522.4,1.61,54.15,408.0,0.1705,Low
1,472.7,1.85,488.4,0.0,45.6,1015.6,0.1128,Low
1,296.4,0.8,544.4,7.85,32.1,1189.2,0.4123,Medium
1,331.4,0.47,464.8,0.12,17.18,268.0,0.0835,Low
1,256.9,-12.42,518.0,5.46,49.07,133.4,0.3856,Medium
1,1211.9,2.27,442.8,3.36,-1.41,447.8,0.2661,Low
1,605.7,5.96,391.2,0.61,39.38,464.8,0.1515,Low
1,1514.6,8.42,250.0,1.99,5.52,1115.0,0.2562,Low
1,382.8,-0.3,346.2,0.89,-5.55,1009.0,0.1093,Low
1,1444.7,-4.15,670.6,3.6,37.4,215.2,0.3984,Medium
1,1415.0,-2.06,538.8,6.61,34.16,865.1,0.5038,Medium
1,631.3,-1.82,721.2,4.85,26.29,243.0,0.3215,Low
1,429.2,-4.1,250.0,2.43,3.37,168.7,0.1692,Low
1,675.2,0.48,496.7,6.0,51.76,411.1,0.426,Medium
1,1449.1,-12.35,577.0,5.94,61.17,700.4,0.6059,Medium
1,844.5,-0.9,543.7,1.93,56.22,1507.6,0.2667,Low
1,416.1,-6.93,640.4,6.52,35.89,869.6,0.4079,Medium
1,591.9,10.6,593.7,0.82,-6.58,186.2,0.1273,Low
1,523.2,-0.64,419.9,9.0,33.89,124.5,0.494,Medium
1,722.3,-1.93,384.8,5.25,54.05,832.6,0.4077,Medium
3,648.6,-1.44,458.0,3.98,-17.16,201.8,0.4263,Medium
2,433.0,-13.17,565.7,2.9,37.01,2929.0,0.4109,Medium
1,380.7,-17.29,717.0,2.94,-18.54,860.4,0.269,Low
3,347.9,3.2,460.6,2.37,61.97,508.0,0.4242,Medium
3,1659.6,0.38,389.8,3.31,14.91,283.2,0.4881,Medium
3,250.0,1.41,564.5,0.83,52.36,220.7,0.3163,Low
2,512.3,1.29,501.4,6.78,49.47,233.8,0.5291,Medium
1,261.7,-0.82,581.7,6.67,10.64,226.2,0.3122,Low
1,593.3,-0.69,473.0,6.13,-4.7,6424.0,0.3112,Low
1,347.6,-3.27,470.1,6.54,-20.05,1150.9,0.3442,Medium
1,352.4,-2.74,564.2,2.03,23.1,224.3,0.1741,Low
1,278.3,-0.22,686.7,8.4,-15.93,3627.8,0.3894,Medium
3,662.5,0.97,616.2,1.72,60.86,606.9,0.4326,Medium
1,466.1,1.12,250.0,2.21,16.99,186.6,0.1767,Low
2,700.2,5.33,645.1,6.14,17.2,569.2,0.4267,Medium
2,550.2,0.15,310.5,5.62,42.71,466.2,0.4616,Medium
2,410.8,-2.28,447.4,2.5,28.66,692.5,0.2915,Low
1,330.0,-12.34,594.2,2.37,0.81,737.2,0.1864,Low
2,582.4,0.7,488.0,2.24,53.21,247.5,0.3336,Medium
1,443.9,9.32,672.4,2.05,-10.22,453.3,0.1606,Low
2,384.7,8.18,456.8,2.2,60.62,2773.0,0.3183,Low
2,288.6,0.03,505.3,1.0,7.26,352.3,0.1751,Low
2,875.6,-1.53,320.0,5.64,-40.22,165.4,0.5015,Medium
1,489.0,0.14,596.0,5.88,58.38,414.8,0.4109,Medium
1,675.7,-4.1,587.4,5.73,24.29,170.1,0.3636,Medium
1,275.7,-10.12,542.2,6.77,9.39,370.8,0.3414,Medium
1,351.4,-9.27,570.4,1.83,3.89,968.9,0.164,Low
2,1012.9,-1.27,394.4,6.63,30.22,218.2,0.5282,Medium
1,696.2,-0.36,670.4,9.0,62.59,381.3,0.6071,Medium
1,358.0,-1.0,451.0,3.39,-15.23,4906.3,0.2101,Low
1,667.1,-1.11,622.1,2.09,-1.81,254.6,0.1762,Low
2,1234.8,-1.72,700.8,2.93,14.83,437.8,0.3686,Medium
2,439.6,7.12,762.3,4.77,-33.61,695.6,0.3873,Medium
2,877.1,-0.37,414.5,2.59,33.96,3806.0,0.3492,Medium
1,610.4,-6.11,454.3,7.26,10.62,249.1,0.3811,Medium
1,356.3,0.25,634.9,7.15,20.54,1792.9,0.3611,Medium
1,594.6,5.45,495.9,5.87,-7.86,277.1,0.3079,Low
2,499.6,-11.68,564.5,3.15,61.9,963.4,0.4828,Medium
2,752.2,0.62,632.8,5.61,7.26,627.2,0.3831,Medium
2,2138.1,5.47,676.5,6.68,46.44,360.3,0.7218,High
1,653.6,-3.73,512.5,7.69,0.74,266.2,0.3675,Medium
1,637.9,-1.11,554.5,0.41,31.92,503.5,0.1441,Low
1,517.0,1.94,518.5,1.35,-7.84,181.6,0.1401,Low
3,379.9,0.51,562.8,6.79,-7.52,172.5,0.4599,Medium
1,250.0,-5.81,553.9,2.78,32.42,255.1,0.2149,Low
2,693.5,-14.81,546.7,1.98,43.95,2166.9,0.4281,Medium
2,909.1,-0.95,447.1,6.17,7.15,175.6,0.4225,Medium
1,2704.4,-3.68,593.4,7.43,17.81,689.6,0.6259,Medium
1,675.8,-9.34,553.9,2.22,-2.51,1338.4,0.2052,Low
3,1647.7,7.24,523.1,8.69,1.25,206.8,0.6206,Medium
1,593.3,-1.03,433.2,6.49,-52.06,5349.5,0.4424,Medium
1,309.3,-8.59,647.8,1.92,46.95,194.8,0.2191,Low
3,1960.0,2.56,601.8,5.87,6.0,605.9,0.5756,Medium
1,476.2,-0.9,492.6,2.3,45.62,154.2,0.2209,Low
2,861.3,-0.84,399.8,3.91,42.91,1545.2,0.4286,Medium
1,644.3,1.42,397.6,1.48,51.17,2273.5,0.2086,Low
2,311.7,-2.68,455.7,5.09,18.51,688.2,0.3631,Medium
1,1040.8,-15.6,523.6,2.59,43.17,603.7,0.3531,Medium
1,737.3,-5.68,495.5,8.05,61.86,346.9,0.5821,Medium
1,353.2,-2.91,604.4,2.38,36.11,268.5,0.206,Low
1,706.5,-0.1,427.9,3.02,19.99,201.9,0.2381,Low
1,763.1,2.12,597.4,1.72,57.09,1325.7,0.2433,Low
1,419.9,-0.49,548.4,7.46,-26.39,3355.3,0.397,Medium
2,630.6,-1.5,309.7,2.96,2.76,180.9,0.2733,Low
1,676.3,10.26,515.0,2.62,14.67,3739.9,0.2109,Low
2,936.1,5.76,589.1,3.63,43.38,839.8,0.422,Medium
2,852.5,6.9,676.0,7.84,9.61,692.0,0.4799,Medium
2,614.2,-2.08,491.9,3.61,7.19,433.5,0.3097,Low
2,412.6,-4.22,629.6,8.24,37.27,2323.5,0.5778,Medium
1,343.2,0.21,582.6,4.17,26.83,933.3,0.2546,Low
2,1440.1,-1.74,467.7,6.19,57.81,2354.6,0.663,High
1,322.2,-4.7,851.5,1.63,67.38,280.7,0.2204,Low
2,701.9,-1.3,537.5,5.59,56.31,379.9,0.5275,Medium
1,1692.5,-5.22,424.7,5.59,44.85,360.7,0.534,Medium
2,1379.0,-1.18,631.1,2.42,54.27,780.1,0.4611,Medium
1,497.5,-3.16,533.9,2.78,5.85,1696.8,0.1948,Low
3,558.9,-8.81,616.0,5.85,59.4,640.1,0.738,High
2,265.0,-3.38,564.4,3.75,36.74,250.1,0.3548,Medium
2,761.5,-0.02,506.9,1.65,13.37,146.1,0.2559,Low
2,527.3,1.67,497.8,2.07,58.0,166.2,0.3269,Low
2,947.6,1.44,655.4,2.4,19.45,2019.2,0.3157,Low
3,1580.7,-5.52,440.5,3.58,-12.96,160.2,0.5236,Medium
3,600.4,-15.89,643.1,3.21,-1.44,1497.0,0.4937,Medium
3,850.8,-3.35,601.1,3.62,56.17,202.3,0.5822,Medium
1,641.2,-4.34,574.3,1.41,2.53,995.4,0.1608,Low
1,470.0,-0.09,676.3,1.86,17.32,427.5,0.1648,Low
1,333.7,-5.29,326.4,1.48,58.89,229.2,0.188,Low
2,698.7,-1.98,565.0,2.54,-6.02,216.8,0.2789,Low
1,439.8,5.69,332.4,3.11,38.02,2570.5,0.2389,Low
2,1276.4,6.89,595.8,1.9,0.27,164.7,0.2877,Low
1,570.9,2.58,450.9,1.88,3.6,2903.2,0.1589,Low
1,894.5,10.58,494.1,5.59,-0.3,195.2,0.3088,Low
1,660.8,-11.19,569.7,7.11,7.94,1956.8,0.3923,Medium
1,302.4,9.76,673.0,7.3,48.36,228.3,0.4305,Medium
1,470.4,3.17,639.8,5.98,24.56,876.9,0.337,Medium
2,250.0,0.6,497.1,2.09,16.89,264.9,0.2252,Low
1,525.3,0.5,349.1,5.6,-4.59,2175.9,0.2844,Low
1,1011.3,0.81,457.1,5.86,13.52,150.6,0.3634,Medium
1,543.1,0.71,466.4,1.0,-5.46,5791.9,0.1279,Low
1,756.0,2.51,424.8,6.63,36.91,1508.0,0.4273,Medium
1,638.4,-0.62,647.8,1.38,0.08,2556.8,0.1461,Low
1,820.0,-1.28,454.4,1.85,58.21,530.2,0.263,Low
1,313.5,-14.17,431.2,2.45,-8.78,1007.6,0.1929,Low
1,607.5,-0.28,250.0,5.8,28.79,295.4,0.3552,Medium
1,843.6,7.46,387.2,6.69,5.83,615.2,0.356,Medium
2,781.7,-1.95,346.5,3.03,24.88,68.1,0.3424,Medium
2,579.7,-0.54,585.8,5.24,1.68,533.9,0.3417,Medium
3,2031.1,-5.35,496.0,6.63,-1.19,4227.1,0.6271,Medium
2,1184.4,2.69,542.1,2.72,42.27,866.6,0.4091,Medium
2,352.2,3.27,467.3,6.76,13.8,287.8,0.4036,Medium
1,879.3,-6.79,250.0,6.07,19.2,318.4,0.3819,Medium
1,1023.0,6.43,549.8,5.64,55.37,2436.1,0.4643,Medium
1,291.4,3.43,278.9,5.04,24.01,228.4,0.2789,Low
2,588.4,0.72,522.8,1.58,43.69,170.5,0.2872,Low
2,441.8,-0.84,481.0,2.61,56.75,273.7,0.3453,Medium
1,293.1,-5.25,595.2,1.63,46.57,564.7,0.1868,Low
2,675.2,1.45,670.9,2.7,32.81,402.0,0.3258,Low
1,250.0,-5.99,717.1,2.59,-14.67,372.7,0.1896,Low
1,533.4,0.25,591.1,2.07,62.86,175.6,0.2362,Low
1,789.4,1.14,527.8,6.42,17.9,1914.9,0.3726,Medium
2,356.1,-1.72,644.2,7.28,6.75,4372.1,0.4136,Medium
2,896.3,3.57,463.6,0.88,52.71,1391.2,0.3097,Low
1,689.8,-6.71,476.2,5.65,25.68,418.0,0.3702,Medium
1,382.7,-2.73,564.3,2.68,53.17,234.2,0.2444,Low
1,382.2,-1.53,602.0,2.21,60.6,414.9,0.2265,Low
2,1528.3,-0.13,572.5,5.77,37.79,191.2,0.5733,Medium
1,567.3,-0.59,423.3,4.59,61.3,176.7,0.366,Medium
3,706.0,-4.11,518.2,1.24,43.01,233.9,0.4179,Medium
2,793.0,0.81,445.1,3.39,-0.63,2970.4,0.2933,Low
1,250.0,3.89,525.1,1.23,-39.08,289.6,0.135,Low
2,794.5,9.67,574.2,2.37,25.07,163.8,0.31,Low
1,486.5,-1.31,535.3,6.82,48.71,248.9,0.4375,Medium
1,557.5,0.15,464.1,6.72,-3.45,2417.9,0.323,Low
1,383.1,6.59,700.6,2.37,-8.84,344.6,0.1641,Low
3,316.3,-3.12,622.7,0.66,36.76,124.6,0.3269,Low
2,980.8,-3.06,577.6,4.7,44.01,3754.4,0.5011,Medium
1,398.7,-1.29,250.0,1.98,47.15,667.7,0.1977,Low
2,978.7,0.72,446.9,3.11,69.72,209.9,0.4669,Medium
2,628.6,-7.68,656.2,4.04,23.7,975.0,0.4151,Medium
1,523.3,-3.35,510.1,5.68,-0.58,790.8,0.2866,Low
1,739.6,11.68,464.9,1.17,37.97,156.5,0.1907,Low
2,625.0,-2.32,494.0,2.45,57.41,2155.3,0.3742,Medium
3,1730.4,2.47,393.8,1.68,11.61,2021.2,0.4243,Medium
1,895.7,-0.93,416.0,3.04,-9.66,485.0,0.2424,Low
2,1179.3,-2.37,347.3,5.52,-1.68,194.7,0.4124,Medium
3,1928.7,-9.3,469.6,2.16,49.95,321.5,0.6836,High
1,619.4,-3.22,586.2,1.87,14.4,669.4,0.1872,Low
2,642.7,-3.54,817.2,2.68,62.88,542.8,0.4256,Medium
3,1910.5,3.05,726.2,6.41,53.78,244.0,0.8051,High
3,371.6,-0.75,467.8,6.51,36.57,1714.5,0.5542,Medium
3,548.8,-3.28,545.5,4.7,16.1,485.4,0.459,Medium
2,1139.1,-1.9,429.0,2.24,41.42,180.7,0.3912,Medium
1,608.8,-3.71,447.0,2.64,-2.94,2227.8,0.1962,Low
1,374.4,-3.41,691.4,5.98,13.26,309.1,0.3149,Low
1,688.2,-7.99,534.8,5.68,37.49,241.7,0.4074,Medium
1,1005.7,-2.58,470.2,6.25,15.31,1957.9,0.3887,Medium
1,263.9,-0.8,457.8,5.41,57.27,703.9,0.358,Medium
1,348.5,-2.59,333.9,6.34,38.76,527.2,0.3757,Medium
2,687.4,-1.45,685.3,2.49,23.95,1625.1,0.3124,Low
2,427.9,-1.95,542.6,8.46,3.95,314.1,0.4517,Medium
1,623.4,-12.34,342.6,5.45,45.48,156.0,0.4083,Medium
1,1519.3,7.64,589.2,5.03,35.59,1292.8,0.4463,Medium
1,659.9,0.73,642.5,3.07,-7.42,2522.4,0.2143,Low
2,359.8,5.02,618.1,1.96,6.88,325.9,0.2156,Low
2,726.3,0.81,481.0,7.35,13.43,629.1,0.4627,Medium
2,272.1,-3.01,470.8,6.48,25.41,211.4,0.4344,Medium
1,405.5,-3.53,501.7,1.71,8.54,209.3,0.1521,Low
1,423.6,-11.02,413.4,2.47,17.01,3018.2,0.2081,Low
2,250.0,-7.67,444.5,3.65,56.18,238.0,0.4122,Medium
2,506.8,-4.15,508.6,5.64,60.31,1069.1,0.536,Medium
2,544.7,-1.13,389.3,6.15,56.58,5558.5,0.5309,Medium
2,396.4,-5.99,473.9,6.34,2.5,145.1,0.3895,Medium
2,403.7,-7.95,525.5,2.14,13.36,1758.1,0.2832,Low
1,374.3,-0.98,424.8,7.23,10.71,6051.9,0.3437,Medium
1,436.8,2.4,736.8,2.34,38.23,468.6,0.2055,Low
1,920.3,3.86,638.4,5.65,9.74,672.8,0.3367,Medium
1,486.5,0.37,629.4,1.79,58.03,167.4,0.2103,Low
1,583.3,-11.07,468.0,2.07,35.62,895.9,0.2412,Low
1,769.0,11.98,463.5,9.0,33.71,1369.3,0.5207,Medium
1,571.3,-4.47,548.6,3.03,18.49,768.9,0.2356,Low
2,1144.3,-7.24,547.2,2.86,10.22,735.9,0.3747,Medium
1,314.3,-3.27,523.8,0.14,-19.5,4049.9,0.0939,Low
2,971.8,4.81,716.0,1.44,69.25,138.5,0.3787,Medium
1,658.3,-4.69,347.6,2.75,55.49,279.9,0.2884,Low
1,808.6,0.28,355.3,8.07,-44.19,514.2,0.5182,Medium
3,834.7,-1.23,285.3,7.34,49.38,943.0,0.6966,High
1,409.2,-3.89,428.5,3.44,29.04,1829.9,0.2462,Low
1,707.5,-0.42,517.7,0.39,27.86,901.4,0.1448,Low
2,1360.1,2.22,400.3,2.4,27.97,2134.1,0.3814,Medium
1,387.1,-5.59,575.6,5.0,39.22,191.7,0.3381,Medium
3,2011.0,-1.4,450.5,7.98,36.62,152.0,0.8194,High
1,1695.2,-8.22,501.8,3.2,55.74,543.9,0.4674,Medium
1,583.5,-13.7,474.0,4.07,36.83,4337.7,0.3379,Medium
2,1119.9,0.58,384.6,3.16,26.63,177.7,0.3817,Medium
1,250.0,-1.07,434.8,6.2,-9.16,413.4,0.2911,Low
1,864.7,-3.26,494.0,3.64,61.39,2733.7,0.3703,Medium
2,459.6,6.98,522.6,0.78,37.06,430.6,0.2255,Low
1,385.5,-9.51,406.9,2.98,-4.78,517.9,0.2006,Low
1,250.0,-1.71,460.3,1.31,53.09,211.9,0.156,Low
2,311.7,-6.32,273.8,3.25,54.23,178.2,0.3727,Medium
1,636.5,-5.4,366.8,4.3,23.13,3024.7,0.2977,Low
2,871.3,-2.41,561.3,2.28,59.56,1974.7,0.4073,Medium
1,456.7,-1.83,252.3,2.07,28.2,579.4,0.187,Low
1,459.3,-4.03,395.6,6.87,32.45,331.0,0.4009,Medium
2,744.3,-4.33,418.3,1.97,11.98,826.1,0.2831,Low
2,301.8,-13.35,509.5,1.26,-7.79,195.5,0.2588,Low
3,419.6,-3.34,654.0,4.3,59.31,1349.6,0.571,Medium
1,340.3,0.55,557.6,6.53,51.7,258.2,0.4071,Medium
2,421.1,-1.29,513.6,8.31,25.68,430.2,0.5161,Medium
2,563.3,-4.29,629.9,6.49,-28.97,128.7,0.4941,Medium
1,861.3,-1.25,389.2,5.87,54.05,618.6,0.4539,Medium
3,2271.7,2.1,259.6,8.43,37.87,647.7,0.8647,High
1,1030.6,-1.47,483.6,1.77,27.88,185.3,0.2407,Low
2,421.3,-5.68,479.8,3.15,31.61,1467.5,0.347,Medium
2,250.0,-11.33,250.0,0.99,17.2,675.6,0.2161,Low
1,376.1,-7.5,510.5,1.71,11.73,172.3,0.1639,Low
1,511.0,1.53,548.6,2.07,29.5,204.7,0.1917,Low
1,278.8,-2.8,542.9,0.77,54.84,927.2,0.1408,Low
1,511.8,2.95,449.5,3.82,30.28,4239.9,0.2652,Low
2,372.2,0.07,331.8,0.81,-18.79,245.8,0.1919,Low
2,441.5,-7.49,418.7,1.29,26.49,482.7,0.2677,Low
2,586.5,-3.38,568.4,2.25,42.07,1188.6,0.3395,Medium
2,423.3,10.98,462.4,2.33,1.05,1382.7,0.2244,Low
1,473.1,-0.29,569.4,3.08,-19.02,117.1,0.2146,Low
2,836.6,-0.09,519.8,3.93,29.14,3035.5,0.388,Medium
2,558.3,0.66,480.7,1.51,47.55,204.2,0.2867,Low
2,608.3,9.49,457.6,7.89,48.24,262.7,0.589,Medium
1,350.4,9.44,660.2,1.8,37.39,267.6,0.1707,Low
2,446.8,3.74,609.1,5.32,-24.29,231.9,0.3874,Medium
1,574.8,-14.61,559.4,3.34,9.99,140.2,0.2638,Low
1,550.6,11.68,506.5,2.2,59.38,2472.3,0.2409,Low
1,329.6,8.05,522.9,5.08,22.28,400.0,0.2813,Low
1,540.8,-3.81,523.7,8.79,42.88,243.1,0.5264,Medium
2,311.4,-2.04,352.9,1.58,-1.79,239.8,0.1972,Low
1,275.0,-4.03,624.5,0.0,55.62,223.4,0.1111,Low
3,2747.3,2.39,518.3,2.22,36.16,284.8,0.6455,Medium
3,393.9,-3.45,357.3,5.19,34.2,2041.1,0.5099,Medium
2,1235.6,-0.84,528.9,0.99,30.72,3418.8,0.3205,Low
1,709.0,-4.11,496.1,5.96,33.86,1415.2,0.3984,Medium
2,1368.3,-0.28,763.3,6.42,59.35,4894.4,0.661,High
1,418.2,-2.72,522.1,2.86,55.57,2762.3,0.2601,Low
3,742.2,-3.98,464.6,5.01,35.16,120.4,0.5584,Medium
2,1103.6,-17.32,380.8,5.81,35.27,2384.4,0.5994,Medium
2,576.3,8.49,295.8,6.14,-19.23,1452.2,0.4195,Medium
3,1746.1,1.27,536.7,2.12,60.65,2074.9,0.6008,Medium
1,563.5,-2.67,590.0,4.84,34.68,366.2,0.3325,Medium
2,725.7,-1.79,444.6,3.06,9.08,797.0,0.3031,Low
2,270.4,0.18,474.1,2.17,15.94,1002.7,0.2289,Low
1,503.3,1.09,647.8,3.77,10.88,261.4,0.2297,Low
2,387.4,6.25,502.6,2.03,10.77,4089.6,0.2273,Low
2,492.6,-0.5,583.1,1.0,59.38,418.2,0.2766,Low
2,354.7,-0.88,518.9,2.87,20.67,290.8,0.2781,Low
1,414.9,-16.83,564.0,3.64,53.26,226.9,0.3508,Medium
2,254.4,0.09,475.9,6.75,55.84,1068.4,0.5123,Medium
2,907.9,2.81,461.2,2.83,13.22,305.2,0.3139,Low
2,1110.6,-5.57,603.9,7.39,58.28,192.8,0.7162,High
1,463.6,-1.17,425.1,2.94,53.33,235.7,0.26,Low
2,1066.2,-3.61,367.7,2.58,35.94,356.7,0.3911,Medium
